genome n_contigs pass.GUNC
coassembly_long_C05M3_bin.12 142 TRUE
coassembly_long_C05M3_bin.2 238 TRUE
coassembly_long_C05M3_bin.23 58 TRUE
coassembly_long_C05M3_bin.30 149 TRUE
coassembly_long_C05M3_bin.32 794 TRUE
coassembly_long_C05M3_bin.5 109 TRUE
coassembly_long_C05M3_bin.50 115 TRUE
coassembly_long_C05M3_bin.53 439 TRUE
coassembly_long_C05M3_bin.59 48 TRUE
coassembly_long_C05M4_bin.10 48 TRUE
coassembly_long_C05M4_bin.26 50 TRUE
coassembly_long_C05M4_bin.30 142 TRUE
coassembly_long_C05M4_bin.43 31 TRUE
coassembly_long_C05M5_bin.13 475 FALSE
coassembly_long_C05M5_bin.19 32 TRUE
coassembly_long_C05M5_bin.33 58 TRUE
coassembly_long_C05M5_bin.34 141 TRUE
coassembly_long_C05M5_bin.38 108 TRUE
coassembly_long_C05M5_bin.43 448 TRUE
coassembly_long_C05M5_bin.46 683 FALSE
coassembly_long_C05M5_bin.62 66 TRUE
coassembly_long_C05M5_bin.67 37 TRUE
coassembly_long_C05M5_bin.9 119 TRUE
coassembly_long_C06M1_bin.15 549 TRUE
coassembly_long_C06M1_bin.28 6 TRUE
coassembly_long_C06M1_bin.51 196 TRUE
coassembly_long_C06M2_bin.43 292 FALSE
coassembly_long_C06M2_bin.46 110 TRUE
coassembly_long_C06M2_bin.49 559 TRUE
coassembly_long_C06M3_bin.2 30 TRUE
coassembly_long_C06M4_bin.6 119 TRUE
coassembly_long_C06M5_bin.10 212 TRUE
coassembly_long_C06M5_bin.14 60 TRUE
coassembly_long_C06M5_bin.18 166 TRUE
coassembly_long_C06M5_bin.20 64 TRUE
coassembly_long_C06M5_bin.24 112 TRUE
coassembly_long_C06M5_bin.43 804 TRUE
coassembly_long_C06M5_bin.44 17 TRUE
coassembly_long_C06M5_bin.49 22 TRUE
coassembly_long_C06M5_bin.55 130 TRUE
coassembly_long_C10F1_bin.21 65 TRUE
coassembly_long_C10F1_bin.25 339 TRUE
coassembly_long_C10F1_bin.27 181 TRUE
coassembly_long_C10F1_bin.34 500 TRUE
coassembly_long_C10F1_bin.40 106 TRUE
coassembly_long_C10F1_bin.51 473 TRUE
coassembly_long_C10F1_bin.57 138 TRUE
coassembly_long_C10F1_bin.65 102 TRUE
coassembly_long_C10F1_bin.67 622 TRUE
coassembly_long_C10F2_bin.11 204 TRUE
coassembly_long_C10F2_bin.16 21 TRUE
coassembly_long_C10F2_bin.22 533 TRUE
coassembly_long_C10F2_bin.3 171 TRUE
coassembly_long_C10F2_bin.36 410 TRUE
coassembly_long_C10F2_bin.48 62 TRUE
coassembly_long_C10F2_bin.49 290 TRUE
coassembly_long_C10F2_bin.51 276 TRUE
coassembly_long_C10F2_bin.53 46 TRUE
coassembly_long_C10F3_bin.15 60 TRUE
coassembly_long_C10F3_bin.26 80 TRUE
coassembly_long_C10F3_bin.38 162 TRUE
coassembly_long_C10F3_bin.45 203 TRUE
coassembly_long_C10F4_bin.31 176 TRUE
coassembly_long_C10F4_bin.44 64 TRUE
coassembly_long_C10F4_bin.5 134 TRUE
coassembly_long_C10F4_bin.50 677 TRUE
coassembly_long_C10F5_bin.10 393 TRUE
coassembly_long_C10F5_bin.17 22 TRUE
coassembly_long_C10F5_bin.23 614 TRUE
coassembly_long_C10F5_bin.29 230 TRUE
coassembly_long_C10F5_bin.31 131 TRUE
coassembly_long_C10F5_bin.39 229 TRUE
coassembly_long_C10F5_bin.40 475 TRUE
coassembly_long_C10F5_bin.5 376 TRUE
coassembly_long_C10F5_bin.54 225 TRUE
coassembly_long_C10F5_bin.8 168 TRUE
coassembly_long_C11F1_bin.10 192 TRUE
coassembly_long_C11F1_bin.44 206 TRUE
coassembly_long_C11F1_bin.8 237 TRUE
coassembly_long_C11F2_bin.26 105 TRUE
coassembly_long_C11F2_bin.29 85 TRUE
coassembly_long_C11F2_bin.39 83 TRUE
coassembly_long_C11F2_bin.51 143 TRUE
coassembly_long_C11F2_bin.58 150 TRUE
coassembly_long_C11F2_bin.59 96 TRUE
coassembly_long_C11F2_bin.61 180 TRUE
coassembly_long_C11F2_bin.65 503 TRUE
coassembly_long_C11F3_bin.33 136 TRUE
coassembly_long_C11F3_bin.5 188 TRUE
coassembly_long_C11F3_bin.7 54 TRUE
coassembly_long_C11F4_bin.1 53 TRUE
coassembly_long_C11F4_bin.28 100 TRUE
coassembly_long_C11F4_bin.52 153 TRUE
coassembly_long_C11F4_bin.61 102 TRUE
coassembly_long_C11F5_bin.14 227 TRUE
coassembly_long_C11F5_bin.26 43 TRUE
coassembly_long_C11F5_bin.30 185 TRUE
coassembly_long_C11F5_bin.42 388 TRUE
coassembly_long_C11F5_bin.60 490 TRUE
coassembly_long_C11F5_bin.64 547 TRUE
coassembly_long_C12F1_bin.28 105 TRUE
coassembly_long_C12F1_bin.31 111 TRUE
coassembly_long_C12F1_bin.39 174 TRUE
coassembly_long_C12F2_bin.26 157 TRUE
coassembly_long_C12F2_bin.29 33 TRUE
coassembly_long_C12F2_bin.48 196 TRUE
coassembly_long_C12F2_bin.57 749 FALSE
coassembly_long_C12F2_bin.58 647 FALSE
coassembly_long_C12F2_bin.6 191 TRUE
coassembly_long_C12F2_bin.9 46 TRUE
coassembly_long_C12F3_bin.10 864 TRUE
coassembly_long_C12F3_bin.21 95 TRUE
coassembly_long_C12F3_bin.30 39 TRUE
coassembly_long_C12F3_bin.32 33 TRUE
coassembly_long_C12F3_bin.42 50 TRUE
coassembly_long_C12F3_bin.8 165 TRUE
coassembly_long_C12F4_bin.45 150 TRUE
coassembly_long_C12F5_bin.12 136 TRUE
coassembly_long_C12F5_bin.13 233 TRUE
coassembly_long_C12F5_bin.14 40 TRUE
coassembly_long_C12F5_bin.18 64 TRUE
coassembly_long_C12F5_bin.22 617 TRUE
coassembly_long_C12F5_bin.24 241 TRUE
coassembly_long_C12F5_bin.29 407 TRUE
coassembly_long_C12F5_bin.33 153 TRUE
coassembly_long_C12F5_bin.40 109 TRUE
coassembly_long_C12F5_bin.42 239 TRUE
coassembly_long_C12F5_bin.44 48 TRUE
coassembly_long_C12F5_bin.47 130 TRUE
coassembly_long_C12F5_bin.48 104 TRUE
coassembly_long_C12F5_bin.49 521 TRUE
coassembly_long_C12F5_bin.54 40 TRUE
coassembly_long_C12F5_bin.6 144 TRUE
coassembly_treat_CD_bin.101 333 TRUE
coassembly_treat_CD_bin.102 107 TRUE
coassembly_treat_CD_bin.103 676 TRUE
coassembly_treat_CD_bin.107 159 TRUE
coassembly_treat_CD_bin.109 100 TRUE
coassembly_treat_CD_bin.125 46 TRUE
coassembly_treat_CD_bin.128 212 TRUE
coassembly_treat_CD_bin.132 62 TRUE
coassembly_treat_CD_bin.138 279 TRUE
coassembly_treat_CD_bin.19 183 TRUE
coassembly_treat_CD_bin.2 234 TRUE
coassembly_treat_CD_bin.23 397 TRUE
coassembly_treat_CD_bin.26 96 TRUE
coassembly_treat_CD_bin.28 127 TRUE
coassembly_treat_CD_bin.29 26 TRUE
coassembly_treat_CD_bin.3 443 TRUE
coassembly_treat_CD_bin.31 39 TRUE
coassembly_treat_CD_bin.38 12 TRUE
coassembly_treat_CD_bin.39 220 TRUE
coassembly_treat_CD_bin.41 158 TRUE
coassembly_treat_CD_bin.42 274 TRUE
coassembly_treat_CD_bin.48 38 TRUE
coassembly_treat_CD_bin.5 28 TRUE
coassembly_treat_CD_bin.50 136 TRUE
coassembly_treat_CD_bin.51 118 TRUE
coassembly_treat_CD_bin.53 652 TRUE
coassembly_treat_CD_bin.55 39 TRUE
coassembly_treat_CD_bin.57 109 TRUE
coassembly_treat_CD_bin.6 117 TRUE
coassembly_treat_CD_bin.61 130 TRUE
coassembly_treat_CD_bin.68 607 TRUE
coassembly_treat_CD_bin.69 231 TRUE
coassembly_treat_CD_bin.76 134 TRUE
coassembly_treat_CD_bin.77 216 TRUE
coassembly_treat_CD_bin.79 379 TRUE
coassembly_treat_CD_bin.80 91 TRUE
coassembly_treat_CD_bin.85 147 FALSE
coassembly_treat_CD_bin.93 72 TRUE
coassembly_treat_CD_bin.94 314 TRUE
coassembly_treat_CD_bin.96 147 TRUE
coassembly_treat_CD_bin.99 154 TRUE
coassembly_treat_CR_bin.10 128 TRUE
coassembly_treat_CR_bin.103 306 TRUE
coassembly_treat_CR_bin.107 127 TRUE
coassembly_treat_CR_bin.110 195 TRUE
coassembly_treat_CR_bin.113 391 TRUE
coassembly_treat_CR_bin.117 31 TRUE
coassembly_treat_CR_bin.129 506 TRUE
coassembly_treat_CR_bin.133 85 TRUE
coassembly_treat_CR_bin.14 102 TRUE
coassembly_treat_CR_bin.17 712 TRUE
coassembly_treat_CR_bin.18 234 TRUE
coassembly_treat_CR_bin.21 655 TRUE
coassembly_treat_CR_bin.23 198 TRUE
coassembly_treat_CR_bin.27 382 TRUE
coassembly_treat_CR_bin.36 314 TRUE
coassembly_treat_CR_bin.40 375 TRUE
coassembly_treat_CR_bin.46 270 FALSE
coassembly_treat_CR_bin.48 32 TRUE
coassembly_treat_CR_bin.5 221 TRUE
coassembly_treat_CR_bin.53 228 TRUE
coassembly_treat_CR_bin.55 146 TRUE
coassembly_treat_CR_bin.57 207 TRUE
coassembly_treat_CR_bin.60 258 TRUE
coassembly_treat_CR_bin.65 119 TRUE
coassembly_treat_CR_bin.67 217 TRUE
coassembly_treat_CR_bin.70 241 TRUE
coassembly_treat_CR_bin.77 136 TRUE
coassembly_treat_CR_bin.79 146 TRUE
coassembly_treat_CR_bin.81 228 TRUE
coassembly_treat_CR_bin.99 325 TRUE
coassembly_treat_HR_bin.120 91 TRUE
coassembly_treat_HR_bin.13 521 TRUE
coassembly_treat_HR_bin.132 231 TRUE
coassembly_treat_HR_bin.138 160 TRUE
coassembly_treat_HR_bin.18 130 TRUE
coassembly_treat_HR_bin.25 598 TRUE
coassembly_treat_HR_bin.39 234 TRUE
coassembly_treat_HR_bin.4 288 TRUE
coassembly_treat_HR_bin.41 129 TRUE
coassembly_treat_HR_bin.48 209 FALSE
coassembly_treat_HR_bin.52 879 TRUE
coassembly_treat_HR_bin.70 463 TRUE
coassembly_treat_HR_bin.71 44 TRUE
coassembly_treat_HR_bin.78 149 TRUE
coassembly_treat_HR_bin.82 596 TRUE
coassembly_treat_HR_bin.85 56 TRUE
coassembly_treat_HR_bin.90 150 TRUE
coassembly_treat_HR_bin.93 166 TRUE
coassembly_treat_HR_bin.95 220 TRUE
coassembly_treat_HT_bin.1 279 TRUE
coassembly_treat_HT_bin.101 42 TRUE
coassembly_treat_HT_bin.103 58 TRUE
coassembly_treat_HT_bin.104 67 TRUE
coassembly_treat_HT_bin.109 28 TRUE
coassembly_treat_HT_bin.113 389 TRUE
coassembly_treat_HT_bin.114 54 TRUE
coassembly_treat_HT_bin.115 262 TRUE
coassembly_treat_HT_bin.12 362 TRUE
coassembly_treat_HT_bin.121 42 TRUE
coassembly_treat_HT_bin.123 109 TRUE
coassembly_treat_HT_bin.125 219 TRUE
coassembly_treat_HT_bin.132 470 TRUE
coassembly_treat_HT_bin.133 57 TRUE
coassembly_treat_HT_bin.136 218 TRUE
coassembly_treat_HT_bin.137 251 TRUE
coassembly_treat_HT_bin.14 481 TRUE
coassembly_treat_HT_bin.21 103 TRUE
coassembly_treat_HT_bin.27 61 TRUE
coassembly_treat_HT_bin.28 43 TRUE
coassembly_treat_HT_bin.3 275 TRUE
coassembly_treat_HT_bin.32 237 TRUE
coassembly_treat_HT_bin.33 462 TRUE
coassembly_treat_HT_bin.42 133 TRUE
coassembly_treat_HT_bin.45 159 TRUE
coassembly_treat_HT_bin.48 570 TRUE
coassembly_treat_HT_bin.51 162 TRUE
coassembly_treat_HT_bin.52 231 TRUE
coassembly_treat_HT_bin.57 523 TRUE
coassembly_treat_HT_bin.6 143 FALSE
coassembly_treat_HT_bin.60 51 TRUE
coassembly_treat_HT_bin.7 121 TRUE
coassembly_treat_HT_bin.72 38 TRUE
coassembly_treat_HT_bin.75 35 TRUE
coassembly_treat_HT_bin.77 78 TRUE
coassembly_treat_HT_bin.8 337 TRUE
coassembly_treat_HT_bin.82 162 TRUE
coassembly_treat_HT_bin.85 243 TRUE
coassembly_treat_HT_bin.87 259 TRUE
coassembly_treat_HT_bin.89 64 TRUE
coassembly_treat_HT_bin.96 111 TRUE
coassembly_treat_OP_bin.10 65 TRUE
coassembly_treat_OP_bin.104 351 TRUE
coassembly_treat_OP_bin.110 256 TRUE
coassembly_treat_OP_bin.112 598 TRUE
coassembly_treat_OP_bin.116 517 TRUE
coassembly_treat_OP_bin.119 239 TRUE
coassembly_treat_OP_bin.12 172 TRUE
coassembly_treat_OP_bin.123 449 TRUE
coassembly_treat_OP_bin.124 70 TRUE
coassembly_treat_OP_bin.126 121 TRUE
coassembly_treat_OP_bin.129 84 TRUE
coassembly_treat_OP_bin.131 68 TRUE
coassembly_treat_OP_bin.134 237 TRUE
coassembly_treat_OP_bin.15 289 TRUE
coassembly_treat_OP_bin.16 50 TRUE
coassembly_treat_OP_bin.2 654 TRUE
coassembly_treat_OP_bin.24 313 TRUE
coassembly_treat_OP_bin.26 431 TRUE
coassembly_treat_OP_bin.3 245 TRUE
coassembly_treat_OP_bin.34 158 TRUE
coassembly_treat_OP_bin.38 49 TRUE
coassembly_treat_OP_bin.41 72 TRUE
coassembly_treat_OP_bin.44 267 FALSE
coassembly_treat_OP_bin.45 61 TRUE
coassembly_treat_OP_bin.46 42 TRUE
coassembly_treat_OP_bin.49 130 TRUE
coassembly_treat_OP_bin.5 79 TRUE
coassembly_treat_OP_bin.53 77 TRUE
coassembly_treat_OP_bin.55 34 TRUE
coassembly_treat_OP_bin.57 320 TRUE
coassembly_treat_OP_bin.58 34 TRUE
coassembly_treat_OP_bin.6 537 TRUE
coassembly_treat_OP_bin.60 76 TRUE
coassembly_treat_OP_bin.64 121 TRUE
coassembly_treat_OP_bin.67 156 TRUE
coassembly_treat_OP_bin.71 163 TRUE
coassembly_treat_OP_bin.72 255 TRUE
coassembly_treat_OP_bin.75 344 TRUE
coassembly_treat_OP_bin.76 244 TRUE
coassembly_treat_OP_bin.82 108 TRUE
coassembly_treat_OP_bin.83 108 TRUE
coassembly_treat_OP_bin.86 877 TRUE
coassembly_treat_OP_bin.87 131 TRUE
coassembly_treat_OP_bin.91 295 TRUE
coassembly_treat_OP_bin.92 85 TRUE
cobinning_cage_treat_C03M1CD_subsam_contigs.fasta_bin.13 97 TRUE
cobinning_cage_treat_C03M1CD_subsam_contigs.fasta_bin.30 656 TRUE
cobinning_cage_treat_C03M1CR_subsam_contigs.fasta_bin.25 104 TRUE
cobinning_cage_treat_C03M1HR_subsam_contigs.fasta_bin.3 317 TRUE
cobinning_cage_treat_C03M1OP_subsam_contigs.fasta_bin.11 112 TRUE
cobinning_cage_treat_C03M1OP_subsam_contigs.fasta_bin.22 262 TRUE
cobinning_cage_treat_C03M1OP_subsam_contigs.fasta_bin.5 189 TRUE
cobinning_cage_treat_C03M2CD_subsam_contigs.fasta_bin.11 170 TRUE
cobinning_cage_treat_C03M2CD_subsam_contigs.fasta_bin.13 110 TRUE
cobinning_cage_treat_C03M2CD_subsam_contigs.fasta_bin.19 251 TRUE
cobinning_cage_treat_C03M2CD_subsam_contigs.fasta_bin.20 79 TRUE
cobinning_cage_treat_C03M2CR_subsam_contigs.fasta_bin.13 73 TRUE
cobinning_cage_treat_C03M2HR_subsam_contigs.fasta_bin.24 105 TRUE
cobinning_cage_treat_C03M2HR_subsam_contigs.fasta_bin.28 79 FALSE
cobinning_cage_treat_C03M2HR_subsam_contigs.fasta_bin.6 365 TRUE
cobinning_cage_treat_C03M3CD_subsam_contigs.fasta_bin.17 372 TRUE
cobinning_cage_treat_C03M3CD_subsam_contigs.fasta_bin.22 118 TRUE
cobinning_cage_treat_C03M3CD_subsam_contigs.fasta_bin.23 235 TRUE
cobinning_cage_treat_C03M3HT_subsam_contigs.fasta_bin.28 465 TRUE
cobinning_cage_treat_C03M3HT_subsam_contigs.fasta_bin.4 160 TRUE
cobinning_cage_treat_C03M3OP_subsam_contigs.fasta_bin.13 5 TRUE
cobinning_cage_treat_C03M4CD_subsam_contigs.fasta_bin.14 69 TRUE
cobinning_cage_treat_C03M4CR_subsam_contigs.fasta_bin.14 30 TRUE
cobinning_cage_treat_C03M4CR_subsam_contigs.fasta_bin.16 88 TRUE
cobinning_cage_treat_C03M4CR_subsam_contigs.fasta_bin.2 183 TRUE
cobinning_cage_treat_C03M4CR_subsam_contigs.fasta_bin.24 157 TRUE
cobinning_cage_treat_C03M4CR_subsam_contigs.fasta_bin.27 551 TRUE
cobinning_cage_treat_C03M4CR_subsam_contigs.fasta_bin.7 122 TRUE
cobinning_cage_treat_C03M4HT_subsam_contigs.fasta_bin.7 334 TRUE
cobinning_cage_treat_C03M4OP_subsam_contigs.fasta_bin.20 285 TRUE
cobinning_cage_treat_C03M5CR_subsam_contigs.fasta_bin.10 88 TRUE
cobinning_cage_treat_C03M5HT_subsam_contigs.fasta_bin.16 41 TRUE
cobinning_cage_treat_C03M5OP_subsam_contigs.fasta_bin.21 127 TRUE
cobinning_cage_treat_C05M1CD_subsam_contigs.fasta_bin.23 120 TRUE
cobinning_cage_treat_C05M1CR_subsam_contigs.fasta_bin.19 480 TRUE
cobinning_cage_treat_C05M1CR_subsam_contigs.fasta_bin.20 58 TRUE
cobinning_cage_treat_C05M1CR_subsam_contigs.fasta_bin.28 50 TRUE
cobinning_cage_treat_C05M1CR_subsam_contigs.fasta_bin.30 113 TRUE
cobinning_cage_treat_C05M1CR_subsam_contigs.fasta_bin.5 129 TRUE
cobinning_cage_treat_C05M1HT_subsam_contigs.fasta_bin.17 45 TRUE
cobinning_cage_treat_C05M1OP_subsam_contigs.fasta_bin.15 459 TRUE
cobinning_cage_treat_C05M2CR_subsam_contigs.fasta_bin.6 209 TRUE
cobinning_cage_treat_C05M2OP_subsam_contigs.fasta_bin.29 507 TRUE
cobinning_cage_treat_C05M3HR_subsam_contigs.fasta_bin.7 311 TRUE
cobinning_cage_treat_C05M4CD_subsam_contigs.fasta_bin.5 460 TRUE
cobinning_cage_treat_C05M4HR_subsam_contigs.fasta_bin.18 71 TRUE
cobinning_cage_treat_C05M4OP_subsam_contigs.fasta_bin.16 169 TRUE
cobinning_cage_treat_C05M4OP_subsam_contigs.fasta_bin.3 74 TRUE
cobinning_cage_treat_C05M5CD_subsam_contigs.fasta_bin.18 84 TRUE
cobinning_cage_treat_C05M5CD_subsam_contigs.fasta_bin.33 578 TRUE
cobinning_cage_treat_C05M5CR_subsam_contigs.fasta_bin.17 62 TRUE
cobinning_cage_treat_C05M5CR_subsam_contigs.fasta_bin.25 26 TRUE
cobinning_cage_treat_C05M5OP_subsam_contigs.fasta_bin.23 39 TRUE
cobinning_cage_treat_C06M1CD_subsam_contigs.fasta_bin.7 267 TRUE
cobinning_cage_treat_C06M2CD_subsam_contigs.fasta_bin.4 11 TRUE
cobinning_cage_treat_C06M2OP_subsam_contigs.fasta_bin.21 547 TRUE
cobinning_cage_treat_C06M3CR_subsam_contigs.fasta_bin.26 67 TRUE
cobinning_cage_treat_C06M3HT_subsam_contigs.fasta_bin.17 48 TRUE
cobinning_cage_treat_C06M3OP_subsam_contigs.fasta_bin.14 50 TRUE
cobinning_cage_treat_C06M3OP_subsam_contigs.fasta_bin.9 162 TRUE
cobinning_cage_treat_C06M4HR_subsam_contigs.fasta_bin.15 299 FALSE
cobinning_cage_treat_C06M4OP_subsam_contigs.fasta_bin.19 433 TRUE
cobinning_cage_treat_C06M5CR_subsam_contigs.fasta_bin.2 526 TRUE
cobinning_cage_treat_C06M5HR_subsam_contigs.fasta_bin.15 100 TRUE
cobinning_cage_treat_C06M5HT_subsam_contigs.fasta_bin.7 21 TRUE
cobinning_cage_treat_C10F1CD_subsam_contigs.fasta_bin.13 515 TRUE
cobinning_cage_treat_C10F1CD_subsam_contigs.fasta_bin.7 132 TRUE
cobinning_cage_treat_C10F1CR_subsam_contigs.fasta_bin.29 200 TRUE
cobinning_cage_treat_C10F1HR_subsam_contigs.fasta_bin.1 216 TRUE
cobinning_cage_treat_C10F1OP_subsam_contigs.fasta_bin.21 284 TRUE
cobinning_cage_treat_C10F1OP_subsam_contigs.fasta_bin.25 526 TRUE
cobinning_cage_treat_C10F1OP_subsam_contigs.fasta_bin.6 99 TRUE
cobinning_cage_treat_C10F2CD_subsam_contigs.fasta_bin.3 25 TRUE
cobinning_cage_treat_C10F2CR_subsam_contigs.fasta_bin.11 46 TRUE
cobinning_cage_treat_C10F2HT_subsam_contigs.fasta_bin.14 11 TRUE
cobinning_cage_treat_C10F2OP_subsam_contigs.fasta_bin.10 193 TRUE
cobinning_cage_treat_C10F3CD_subsam_contigs.fasta_bin.10 210 TRUE
cobinning_cage_treat_C10F3CD_subsam_contigs.fasta_bin.11 79 TRUE
cobinning_cage_treat_C10F3CR_subsam_contigs.fasta_bin.12 71 TRUE
cobinning_cage_treat_C10F3CR_subsam_contigs.fasta_bin.9 303 TRUE
cobinning_cage_treat_C10F3HR_subsam_contigs.fasta_bin.1 161 TRUE
cobinning_cage_treat_C10F3HR_subsam_contigs.fasta_bin.12 40 TRUE
cobinning_cage_treat_C10F3HR_subsam_contigs.fasta_bin.8 100 TRUE
cobinning_cage_treat_C10F4CD_subsam_contigs.fasta_bin.11 525 TRUE
cobinning_cage_treat_C10F4CD_subsam_contigs.fasta_bin.21 110 TRUE
cobinning_cage_treat_C10F4CD_subsam_contigs.fasta_bin.7 96 TRUE
cobinning_cage_treat_C10F4CR_subsam_contigs.fasta_bin.21 109 TRUE
cobinning_cage_treat_C10F4HR_subsam_contigs.fasta_bin.12 272 FALSE
cobinning_cage_treat_C10F4HR_subsam_contigs.fasta_bin.20 31 TRUE
cobinning_cage_treat_C10F4OP_subsam_contigs.fasta_bin.16 87 TRUE
cobinning_cage_treat_C10F5CR_subsam_contigs.fasta_bin.1 156 TRUE
cobinning_cage_treat_C10F5OP_subsam_contigs.fasta_bin.29 581 TRUE
cobinning_cage_treat_C11F1CD_subsam_contigs.fasta_bin.6 508 TRUE
cobinning_cage_treat_C11F1OP_subsam_contigs.fasta_bin.20 153 TRUE
cobinning_cage_treat_C11F1OP_subsam_contigs.fasta_bin.3 770 FALSE
cobinning_cage_treat_C11F2CD_subsam_contigs.fasta_bin.3 239 TRUE
cobinning_cage_treat_C11F2CR_subsam_contigs.fasta_bin.10 202 TRUE
cobinning_cage_treat_C11F2CR_subsam_contigs.fasta_bin.19 103 TRUE
cobinning_cage_treat_C11F2HR_subsam_contigs.fasta_bin.29 135 TRUE
cobinning_cage_treat_C11F3HR_subsam_contigs.fasta_bin.10 197 TRUE
cobinning_cage_treat_C11F3HT_subsam_contigs.fasta_bin.12 63 TRUE
cobinning_cage_treat_C11F3HT_subsam_contigs.fasta_bin.18 33 TRUE
cobinning_cage_treat_C11F4HR_subsam_contigs.fasta_bin.5 70 TRUE
cobinning_cage_treat_C11F4OP_subsam_contigs.fasta_bin.23 101 TRUE
cobinning_cage_treat_C11F5CR_subsam_contigs.fasta_bin.13 444 TRUE
cobinning_cage_treat_C11F5CR_subsam_contigs.fasta_bin.14 123 TRUE
cobinning_cage_treat_C11F5HT_subsam_contigs.fasta_bin.15 63 TRUE
cobinning_cage_treat_C11F5HT_subsam_contigs.fasta_bin.16 212 TRUE
cobinning_cage_treat_C11F5OP_subsam_contigs.fasta_bin.12 73 TRUE
cobinning_cage_treat_C11F5OP_subsam_contigs.fasta_bin.22 25 TRUE
cobinning_cage_treat_C11F5OP_subsam_contigs.fasta_bin.5 210 TRUE
cobinning_cage_treat_C12F1CD_subsam_contigs.fasta_bin.20 418 TRUE
cobinning_cage_treat_C12F3CR_subsam_contigs.fasta_bin.17 228 TRUE
cobinning_cage_treat_C12F3CR_subsam_contigs.fasta_bin.29 738 TRUE
cobinning_cage_treat_C12F3CR_subsam_contigs.fasta_bin.31 101 TRUE
cobinning_cage_treat_C12F3HR_subsam_contigs.fasta_bin.24 103 TRUE
cobinning_cage_treat_C12F3HT_subsam_contigs.fasta_bin.12 28 TRUE
cobinning_cage_treat_C12F3HT_subsam_contigs.fasta_bin.4 583 TRUE
cobinning_cage_treat_C12F3HT_subsam_contigs.fasta_bin.7 120 TRUE
cobinning_cage_treat_C12F3OP_subsam_contigs.fasta_bin.21 126 TRUE
cobinning_cage_treat_C12F4CD_subsam_contigs.fasta_bin.15 129 TRUE
cobinning_cage_treat_C12F4OP_subsam_contigs.fasta_bin.3 46 TRUE
cobinning_cage_treat_C12F5CD_subsam_contigs.fasta_bin.1 791 TRUE
cobinning_cage_treat_C12F5CR_subsam_contigs.fasta_bin.15 242 TRUE
cobinning_cage_treat_C12F5HT_subsam_contigs.fasta_bin.14 40 TRUE
cobinning_cage_treat_C12F5HT_subsam_contigs.fasta_bin.15 45 TRUE
cobinning_cage_treat_C12F5OP_subsam_contigs.fasta_bin.11 497 TRUE
cobinning_cage_treat_C12F5OP_subsam_contigs.fasta_bin.8 318 TRUE
cobinning_long_C03M1CD_subsam_contigs.fasta_bin.10 97 TRUE
cobinning_long_C03M1CD_subsam_contigs.fasta_bin.22 599 TRUE
cobinning_long_C03M1CR_subsam_contigs.fasta_bin.5 504 TRUE
cobinning_long_C03M1OP_subsam_contigs.fasta_bin.17 201 TRUE
cobinning_long_C03M1OP_subsam_contigs.fasta_bin.25 296 TRUE
cobinning_long_C03M2CD_subsam_contigs.fasta_bin.19 79 TRUE
cobinning_long_C03M2CD_subsam_contigs.fasta_bin.3 219 TRUE
cobinning_long_C03M2CD_subsam_contigs.fasta_bin.33 147 TRUE
cobinning_long_C03M2CR_subsam_contigs.fasta_bin.3 71 TRUE
cobinning_long_C03M2HR_subsam_contigs.fasta_bin.27 252 TRUE
cobinning_long_C03M3CD_subsam_contigs.fasta_bin.19 253 TRUE
cobinning_long_C03M3CD_subsam_contigs.fasta_bin.3 298 TRUE
cobinning_long_C03M3HT_subsam_contigs.fasta_bin.31 24 TRUE
cobinning_long_C03M3HT_subsam_contigs.fasta_bin.8 152 TRUE
cobinning_long_C03M3HT_subsam_contigs.fasta_bin.9 489 FALSE
cobinning_long_C03M3OP_subsam_contigs.fasta_bin.15 5 TRUE
cobinning_long_C03M4CR_subsam_contigs.fasta_bin.11 144 TRUE
cobinning_long_C03M4CR_subsam_contigs.fasta_bin.14 604 TRUE
cobinning_long_C03M4CR_subsam_contigs.fasta_bin.19 215 TRUE
cobinning_long_C03M4CR_subsam_contigs.fasta_bin.21 122 TRUE
cobinning_long_C03M4CR_subsam_contigs.fasta_bin.36 31 TRUE
cobinning_long_C03M4HT_subsam_contigs.fasta_bin.12 334 TRUE
cobinning_long_C03M4OP_subsam_contigs.fasta_bin.6 284 TRUE
cobinning_long_C03M5CR_subsam_contigs.fasta_bin.4 80 TRUE
cobinning_long_C05M1CD_subsam_contigs.fasta_bin.2 73 TRUE
cobinning_long_C05M1CR_subsam_contigs.fasta_bin.10 120 TRUE
cobinning_long_C05M1CR_subsam_contigs.fasta_bin.17 444 TRUE
cobinning_long_C05M1CR_subsam_contigs.fasta_bin.18 96 TRUE
cobinning_long_C05M1CR_subsam_contigs.fasta_bin.2 384 TRUE
cobinning_long_C05M1CR_subsam_contigs.fasta_bin.22 53 TRUE
cobinning_long_C05M1CR_subsam_contigs.fasta_bin.24 132 TRUE
cobinning_long_C05M1CR_subsam_contigs.fasta_bin.4 48 TRUE
cobinning_long_C05M1OP_subsam_contigs.fasta_bin.24 506 TRUE
cobinning_long_C05M2CR_subsam_contigs.fasta_bin.14 212 TRUE
cobinning_long_C05M2CR_subsam_contigs.fasta_bin.29 44 TRUE
cobinning_long_C05M2OP_subsam_contigs.fasta_bin.16 467 TRUE
